index,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input_task0,Input.input_task1,Input.input_task2,Input.input_task3,Input.input_task4,Input.input_task5,Input.input_task6,Input.input_task7,Input.input_task8,Input.input_task9,Input.input_task10,Input.input_task11,Input.input_task12,Input.input_task13,Input.input_task14,Input.input_task15,Input.input_task16,Input.input_task17,Input.input_task18,Input.input_task19,Input.input_task20,Input.input_task21,Input.input_task22,Input.input_task23,Input.input_task24,Input.input_task25,Input.input_task26,Input.input_task27,Input.input_task28,Input.input_task29,Input.input_task30,Input.input_task31,Input.input_task32,Input.input_task33,Input.input_task34,Input.input_task35,Input.input_task36,Input.input_task37,Input.input_task38,Input.input_task39,Input.input_task40,Input.input_task41,Input.input_task42,Input.input_task43,Input.input_task44,Input.input_task45,Input.input_task46,Input.input_task47,Input.input_task48,Input.input_task49,Answer.aapi.on,Answer.age,Answer.black.on,Answer.city,Answer.disability.dis-no,Answer.disability.dis-undisclosed,Answer.disability.dis-yes,Answer.gender.female,Answer.gender.gender-other,Answer.gender.male,Answer.gender.nb,Answer.hisp.on,Answer.household-members,Answer.income.income-1,Answer.income.income-2,Answer.income.income-3,Answer.income.income-4,Answer.income.income-5,Answer.income.income-6,Answer.income.income-7,Answer.native.on,Answer.occupation,Answer.q1.q1-no,Answer.q1.q1-yes,Answer.q2.q2-no,Answer.q2.q2-yes,Answer.q3.q3-no,Answer.q3.q3-yes,Answer.q4.q4-no,Answer.q4.q4-yes,Answer.q5.q5-no,Answer.q5.q5-yes,Answer.race-other.on,Answer.repeat-task10,Answer.repeat-task16,Answer.repeat-task25,Answer.repeat-task43,Answer.state,Answer.task0,Answer.task1,Answer.task10,Answer.task11,Answer.task12,Answer.task13,Answer.task14,Answer.task15,Answer.task16,Answer.task17,Answer.task18,Answer.task19,Answer.task2,Answer.task20,Answer.task21,Answer.task22,Answer.task23,Answer.task24,Answer.task25,Answer.task26,Answer.task27,Answer.task28,Answer.task29,Answer.task3,Answer.task30,Answer.task31,Answer.task32,Answer.task33,Answer.task34,Answer.task35,Answer.task36,Answer.task37,Answer.task38,Answer.task39,Answer.task4,Answer.task40,Answer.task41,Answer.task42,Answer.task43,Answer.task44,Answer.task45,Answer.task46,Answer.task47,Answer.task48,Answer.task49,Answer.task5,Answer.task6,Answer.task7,Answer.task8,Answer.task9,Answer.white.on,Approve,Reject,Answer.income.income-10,Answer.income.income-11,Answer.income.income-12,Answer.income.income-13,Answer.income.income-14,Answer.income.income-8,Answer.income.income-9
10,10,3LEG2HW4VL48174F1G0S3O6WGM72FQ,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,3E337GFOLGPDRDNXPM9W1G5UZGNNGL,A18TCR555RWUZV,Approved,Fri Jan 28 03:30:47 PST 2022,Fri Jan 28 03:42:43 PST 2022,Mon Jan 31 03:42:43 PST 2022,Fri Jan 28 23:20:33 PST 2022,,,716,75% (3/4),75% (3/4),0% (0/0),cleaning rainboots,carrying in groceries,treating clothes,setting clocks,donating books,setting up toy train track,cleaning vehicles,putting in a hot tub,cleaning boat,packing child's supplies into car,stacking papers at work,shampooing carpet,hooking up satellite dish,putting food in fridge,chopping wood,packing cleaning suppies into car,dyeing Easter eggs,shopping for child's clothes,shooting pool,buying clothes,putting roast in oven,cleaning fishing gear,pouring water in a glass,cleaning fish,carrying water,washing vegetables,clearing table after breakfast,opening windows,cleaning up plates and food,throwing darts,trimming branches,picking fruit and vegetables,removing ice from walkways,putting clean laundry away,fixing mailbox,collecting children's toys,recycling newspapers,shopping for toys for child,putting up tent,cleaning mushrooms,putting away purchased clothes,chlorinating the pool,buying books,hooking up trailer to car,putting clothes in storage,rearranging kitchen furniture,bringing glass to recycling,buying gardening supplies,mailing letters,disposing of trash for adult,False,36,False,midlothian,True,False,False,False,False,True,False,False,5,False,False,True,False,False,False,False,False,account manager,True,False,True,False,True,False,True,False,False,True,False,1,1,6,5,va,7,6,1,10,10,6,6,6,1,1,1,2,6,2,4,3,2,2,2,4,5,3,1,2,7,2,10,7,10,1,5,1,8,2,1,3,10,1,5,2,2,3,1,2,10,1,5,6,4,1,True,x,,,,,,,,
11,11,3LEG2HW4VL48174F1G0S3O6WGM72FQ,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,3PPTZCWALX1YLRVUV6P2QHG5FHIZQN,A1GKEEI844CEKI,Approved,Fri Jan 28 05:18:11 PST 2022,Fri Jan 28 05:20:41 PST 2022,Mon Jan 31 05:20:41 PST 2022,Fri Jan 28 23:20:32 PST 2022,,,150,100% (5/5),100% (5/5),0% (0/0),cleaning rainboots,carrying in groceries,treating clothes,setting clocks,donating books,setting up toy train track,cleaning vehicles,putting in a hot tub,cleaning boat,packing child's supplies into car,stacking papers at work,shampooing carpet,hooking up satellite dish,putting food in fridge,chopping wood,packing cleaning suppies into car,dyeing Easter eggs,shopping for child's clothes,shooting pool,buying clothes,putting roast in oven,cleaning fishing gear,pouring water in a glass,cleaning fish,carrying water,washing vegetables,clearing table after breakfast,opening windows,cleaning up plates and food,throwing darts,trimming branches,picking fruit and vegetables,removing ice from walkways,putting clean laundry away,fixing mailbox,collecting children's toys,recycling newspapers,shopping for toys for child,putting up tent,cleaning mushrooms,putting away purchased clothes,chlorinating the pool,buying books,hooking up trailer to car,putting clothes in storage,rearranging kitchen furniture,bringing glass to recycling,buying gardening supplies,mailing letters,disposing of trash for adult,False,43,False,Shelby,True,False,False,False,False,True,False,False,4,False,False,False,True,False,False,False,False,Lawyer,True,False,True,False,False,True,False,True,False,True,False,2,2,4,9,nc,3,2,2,10,2,2,5,2,2,2,2,2,7,2,8,2,10,2,3,2,2,5,2,2,10,7,10,9,3,2,8,2,10,10,2,2,3,2,6,8,2,5,2,2,4,8,10,2,10,2,True,x,,,,,,,,
12,12,3LEG2HW4VL48174F1G0S3O6WGM72FQ,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,38YMOXR4M1G1HE755ARXL85WYD66W9,A1PUHCEBSOWETV,Approved,Fri Jan 28 01:01:08 PST 2022,Fri Jan 28 01:08:39 PST 2022,Mon Jan 31 01:08:39 PST 2022,Fri Jan 28 23:20:32 PST 2022,,,451,100% (10/10),100% (10/10),0% (0/0),cleaning rainboots,carrying in groceries,treating clothes,setting clocks,donating books,setting up toy train track,cleaning vehicles,putting in a hot tub,cleaning boat,packing child's supplies into car,stacking papers at work,shampooing carpet,hooking up satellite dish,putting food in fridge,chopping wood,packing cleaning suppies into car,dyeing Easter eggs,shopping for child's clothes,shooting pool,buying clothes,putting roast in oven,cleaning fishing gear,pouring water in a glass,cleaning fish,carrying water,washing vegetables,clearing table after breakfast,opening windows,cleaning up plates and food,throwing darts,trimming branches,picking fruit and vegetables,removing ice from walkways,putting clean laundry away,fixing mailbox,collecting children's toys,recycling newspapers,shopping for toys for child,putting up tent,cleaning mushrooms,putting away purchased clothes,chlorinating the pool,buying books,hooking up trailer to car,putting clothes in storage,rearranging kitchen furniture,bringing glass to recycling,buying gardening supplies,mailing letters,disposing of trash for adult,False,25,False,Vegas,True,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,Vtuber,True,False,True,False,True,False,True,False,False,True,False,9,9,6,6,nv,6,8,7,9,7,6,9,7,8,6,5,7,8,5,5,7,7,6,6,6,8,7,5,6,7,8,7,6,10,7,6,5,8,6,8,9,4,7,9,8,9,7,9,9,7,7,7,5,7,7,True,x,,,,,,,,
13,13,3LEG2HW4VL48174F1G0S3O6WGM72FQ,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,30IQTZXKARNLS3QGDQ72EQ9CUEVX01,A2HHKBW8HQWI66,Approved,Fri Jan 28 06:13:24 PST 2022,Fri Jan 28 06:32:36 PST 2022,Mon Jan 31 06:32:36 PST 2022,Fri Jan 28 23:20:33 PST 2022,,,1152,100% (1/1),100% (1/1),0% (0/0),cleaning rainboots,carrying in groceries,treating clothes,setting clocks,donating books,setting up toy train track,cleaning vehicles,putting in a hot tub,cleaning boat,packing child's supplies into car,stacking papers at work,shampooing carpet,hooking up satellite dish,putting food in fridge,chopping wood,packing cleaning suppies into car,dyeing Easter eggs,shopping for child's clothes,shooting pool,buying clothes,putting roast in oven,cleaning fishing gear,pouring water in a glass,cleaning fish,carrying water,washing vegetables,clearing table after breakfast,opening windows,cleaning up plates and food,throwing darts,trimming branches,picking fruit and vegetables,removing ice from walkways,putting clean laundry away,fixing mailbox,collecting children's toys,recycling newspapers,shopping for toys for child,putting up tent,cleaning mushrooms,putting away purchased clothes,chlorinating the pool,buying books,hooking up trailer to car,putting clothes in storage,rearranging kitchen furniture,bringing glass to recycling,buying gardening supplies,mailing letters,disposing of trash for adult,False,49,False,Linden,True,False,False,False,False,True,False,False,2,False,False,False,True,False,False,False,False,IT Admin,True,False,False,True,False,True,True,False,False,True,False,10,1,10,10,mi,10,10,10,10,10,10,10,10,1,10,1,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,True,x,,,,,,,,
14,14,3LEG2HW4VL48174F1G0S3O6WGM72FQ,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,3KB8R4ZV1LOBQ4Y0MW4NAL50ISTBG6,A320QA9HJFUOZO,Approved,Fri Jan 28 05:48:57 PST 2022,Fri Jan 28 06:25:57 PST 2022,Mon Jan 31 06:25:57 PST 2022,Fri Jan 28 23:20:32 PST 2022,,,2220,100% (7/7),100% (3/3),0% (0/0),cleaning rainboots,carrying in groceries,treating clothes,setting clocks,donating books,setting up toy train track,cleaning vehicles,putting in a hot tub,cleaning boat,packing child's supplies into car,stacking papers at work,shampooing carpet,hooking up satellite dish,putting food in fridge,chopping wood,packing cleaning suppies into car,dyeing Easter eggs,shopping for child's clothes,shooting pool,buying clothes,putting roast in oven,cleaning fishing gear,pouring water in a glass,cleaning fish,carrying water,washing vegetables,clearing table after breakfast,opening windows,cleaning up plates and food,throwing darts,trimming branches,picking fruit and vegetables,removing ice from walkways,putting clean laundry away,fixing mailbox,collecting children's toys,recycling newspapers,shopping for toys for child,putting up tent,cleaning mushrooms,putting away purchased clothes,chlorinating the pool,buying books,hooking up trailer to car,putting clothes in storage,rearranging kitchen furniture,bringing glass to recycling,buying gardening supplies,mailing letters,disposing of trash for adult,False,35,False,Salem,True,False,False,False,False,True,False,False,2,False,False,True,False,False,False,False,False,Office support,True,False,True,False,False,True,True,False,True,False,False,6,2,6,7,or,4,3,5,10,5,4,8,4,2,3,1,3,5,4,8,3,9,5,5,9,3,10,1,5,8,3,10,7,9,5,7,3,4,5,3,5,9,3,8,6,3,8,5,5,10,2,9,7,9,5,True,x,,,,,,,,
15,15,3LEG2HW4VL48174F1G0S3O6WGM72FQ,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,3VNXK88KKJZBK89YD7PDJGDKH6JV98,A36H3PO6JZD414,Approved,Fri Jan 28 02:00:28 PST 2022,Fri Jan 28 02:06:46 PST 2022,Mon Jan 31 02:06:46 PST 2022,Fri Jan 28 23:20:33 PST 2022,,,378,100% (2/2),100% (2/2),0% (0/0),cleaning rainboots,carrying in groceries,treating clothes,setting clocks,donating books,setting up toy train track,cleaning vehicles,putting in a hot tub,cleaning boat,packing child's supplies into car,stacking papers at work,shampooing carpet,hooking up satellite dish,putting food in fridge,chopping wood,packing cleaning suppies into car,dyeing Easter eggs,shopping for child's clothes,shooting pool,buying clothes,putting roast in oven,cleaning fishing gear,pouring water in a glass,cleaning fish,carrying water,washing vegetables,clearing table after breakfast,opening windows,cleaning up plates and food,throwing darts,trimming branches,picking fruit and vegetables,removing ice from walkways,putting clean laundry away,fixing mailbox,collecting children's toys,recycling newspapers,shopping for toys for child,putting up tent,cleaning mushrooms,putting away purchased clothes,chlorinating the pool,buying books,hooking up trailer to car,putting clothes in storage,rearranging kitchen furniture,bringing glass to recycling,buying gardening supplies,mailing letters,disposing of trash for adult,False,55,False,Readfield,True,False,False,False,False,True,False,False,2,False,False,True,False,False,False,False,False,construction foreman,True,False,True,False,True,False,True,False,False,True,False,5,2,5,7,me,6,8,6,9,9,4,10,2,2,2,2,2,3,3,8,2,9,9,5,7,2,8,2,2,9,6,9,7,4,6,7,2,7,2,2,2,4,2,6,2,7,8,2,4,6,4,8,2,4,2,True,x,,,,,,,,
17,17,3LEG2HW4VL48174F1G0S3O6WGM72FQ,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,34S9DKFK7A6DD48XJSV28GCY4CANYG,ADLYO655RWJUI,Approved,Fri Jan 28 03:08:10 PST 2022,Fri Jan 28 03:12:22 PST 2022,Mon Jan 31 03:12:22 PST 2022,Fri Jan 28 23:20:33 PST 2022,,,252,100% (2/2),100% (2/2),0% (0/0),cleaning rainboots,carrying in groceries,treating clothes,setting clocks,donating books,setting up toy train track,cleaning vehicles,putting in a hot tub,cleaning boat,packing child's supplies into car,stacking papers at work,shampooing carpet,hooking up satellite dish,putting food in fridge,chopping wood,packing cleaning suppies into car,dyeing Easter eggs,shopping for child's clothes,shooting pool,buying clothes,putting roast in oven,cleaning fishing gear,pouring water in a glass,cleaning fish,carrying water,washing vegetables,clearing table after breakfast,opening windows,cleaning up plates and food,throwing darts,trimming branches,picking fruit and vegetables,removing ice from walkways,putting clean laundry away,fixing mailbox,collecting children's toys,recycling newspapers,shopping for toys for child,putting up tent,cleaning mushrooms,putting away purchased clothes,chlorinating the pool,buying books,hooking up trailer to car,putting clothes in storage,rearranging kitchen furniture,bringing glass to recycling,buying gardening supplies,mailing letters,disposing of trash for adult,False,36,False,Daytona,True,False,False,True,False,False,False,False,5,False,False,False,True,False,False,False,False,nurse,True,False,False,True,False,True,True,False,False,True,False,3,2,6,10,fl,10,8,5,10,10,8,10,10,2,5,2,3,10,6,10,4,10,10,10,10,7,10,2,3,10,7,10,10,8,7,8,3,8,6,2,9,10,4,10,8,9,8,4,5,9,6,10,10,10,10,True,x,,,,,,,,
18,18,38DCH97KINJ5YSSWMHHEE4WRPZ2JQO,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,33JKGHPFYJBDJNJJ0P7RELPRV2CNM6,A166A2M31CW2C7,Approved,Fri Jan 28 05:13:30 PST 2022,Fri Jan 28 05:25:51 PST 2022,Mon Jan 31 05:25:51 PST 2022,Fri Jan 28 23:20:32 PST 2022,,,741,100% (5/5),100% (5/5),0% (0/0),refinishing wood furniture,ironing curtains,tidying up wardrobe,repairing pool,painting house exterior,preparing food or drink for sale,organizing volunteer materials,donating food to a food bank,puttiing away bicycles,filling radiator,shoveling coal,opening doors,hanging curtains,arranging home,washing windows,setting table for coffee,sorting vegetables,returning videotapes to store,carrying firewood to basement,laying out food for child,filling salt,installing heating or A/C equipment,collecting eggs,bottling beer,taking down curtains,cleaning chimney,spraying fruit trees,putting on registration stickers,shelving books in library,treating stains,adding chemicals to pool,shopping at warehouse stores,cleaning bike,buying groceries for a feast,setting up garden furniture,mixing up baby formula,shopping at mall,putting pictures in photo album,doing laundry for adult,hitting balls at the driving range,putting up Christmas lights inside,arranging purchases,tidying bedroom,stacking firewood,taking clothes out of washer,taking clothes off the line,sorting laundry,cleaning pet bed,shopping for newspapers,decorating for religious ceremony,False,33,False,Memphis,True,False,False,False,False,True,False,False,2,True,False,False,False,False,False,False,False,warehouse,True,False,False,True,True,False,True,False,False,True,False,9,8,10,9,tn,10,7,10,2,5,5,8,8,8,6,7,5,5,5,9,5,5,6,9,6,5,7,8,7,7,5,6,5,8,4,5,5,9,2,9,7,5,8,8,8,7,8,8,4,4,6,6,5,7,9,True,x,,,,,,,,
19,19,38DCH97KINJ5YSSWMHHEE4WRPZ2JQO,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,3W92K5RLW1YSJL7MAHCW708IVANV54,A1GKEEI844CEKI,Approved,Fri Jan 28 05:06:30 PST 2022,Fri Jan 28 05:09:50 PST 2022,Mon Jan 31 05:09:50 PST 2022,Fri Jan 28 23:20:33 PST 2022,,,200,100% (5/5),100% (5/5),0% (0/0),refinishing wood furniture,ironing curtains,tidying up wardrobe,repairing pool,painting house exterior,preparing food or drink for sale,organizing volunteer materials,donating food to a food bank,puttiing away bicycles,filling radiator,shoveling coal,opening doors,hanging curtains,arranging home,washing windows,setting table for coffee,sorting vegetables,returning videotapes to store,carrying firewood to basement,laying out food for child,filling salt,installing heating or A/C equipment,collecting eggs,bottling beer,taking down curtains,cleaning chimney,spraying fruit trees,putting on registration stickers,shelving books in library,treating stains,adding chemicals to pool,shopping at warehouse stores,cleaning bike,buying groceries for a feast,setting up garden furniture,mixing up baby formula,shopping at mall,putting pictures in photo album,doing laundry for adult,hitting balls at the driving range,putting up Christmas lights inside,arranging purchases,tidying bedroom,stacking firewood,taking clothes out of washer,taking clothes off the line,sorting laundry,cleaning pet bed,shopping for newspapers,decorating for religious ceremony,False,43,False,Shelby,True,False,False,False,False,True,False,False,4,False,False,False,True,False,False,False,False,Lawyer,True,False,True,False,False,True,False,True,False,True,False,9,3,8,10,nc,4,10,10,5,2,2,10,2,2,2,8,2,10,4,2,5,9,2,8,10,9,3,9,3,2,2,3,2,4,2,2,2,10,2,3,2,2,8,7,5,6,7,10,2,2,3,4,2,2,10,True,x,,,,,,,,
20,20,38DCH97KINJ5YSSWMHHEE4WRPZ2JQO,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,34S6N1K2Z20139FNXFBZ9OD69KILHW,A1PUHCEBSOWETV,Approved,Fri Jan 28 01:01:10 PST 2022,Fri Jan 28 01:28:57 PST 2022,Mon Jan 31 01:28:57 PST 2022,Fri Jan 28 23:20:33 PST 2022,,,1667,100% (10/10),100% (10/10),0% (0/0),refinishing wood furniture,ironing curtains,tidying up wardrobe,repairing pool,painting house exterior,preparing food or drink for sale,organizing volunteer materials,donating food to a food bank,puttiing away bicycles,filling radiator,shoveling coal,opening doors,hanging curtains,arranging home,washing windows,setting table for coffee,sorting vegetables,returning videotapes to store,carrying firewood to basement,laying out food for child,filling salt,installing heating or A/C equipment,collecting eggs,bottling beer,taking down curtains,cleaning chimney,spraying fruit trees,putting on registration stickers,shelving books in library,treating stains,adding chemicals to pool,shopping at warehouse stores,cleaning bike,buying groceries for a feast,setting up garden furniture,mixing up baby formula,shopping at mall,putting pictures in photo album,doing laundry for adult,hitting balls at the driving range,putting up Christmas lights inside,arranging purchases,tidying bedroom,stacking firewood,taking clothes out of washer,taking clothes off the line,sorting laundry,cleaning pet bed,shopping for newspapers,decorating for religious ceremony,False,25,False,Vegas,True,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,Vtuber,True,False,True,False,True,False,True,False,False,True,False,3,3,3,3,nv,6,2,3,2,3,2,2,2,3,4,3,3,3,3,4,3,5,3,3,5,2,5,3,2,3,2,3,3,3,4,3,6,3,3,3,2,3,3,3,3,4,2,3,3,4,3,2,2,4,2,True,x,,,,,,,,
21,21,38DCH97KINJ5YSSWMHHEE4WRPZ2JQO,30FN99Y3E1GPFJDFH4QLSQJ4TTK74J,Rate how useful these activities are.,"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Fri Jan 28 00:58:57 PST 2022,9,BatchId:4658013;OriginalHitTemplateId:928390912;,3600,259200,Fri Feb 04 00:58:57 PST 2022,,,3Y5140Z9D4XRQP55VPMRQHN5E7YIPK,A1YSYI926BBOHW,Approved,Fri Jan 28 00:59:35 PST 2022,Fri Jan 28 01:09:00 PST 2022,Mon Jan 31 01:09:00 PST 2022,Fri Jan 28 23:20:33 PST 2022,,,565,100% (42/42),100% (7/7),0% (0/0),refinishing wood furniture,ironing curtains,tidying up wardrobe,repairing pool,painting house exterior,preparing food or drink for sale,organizing volunteer materials,donating food to a food bank,puttiing away bicycles,filling radiator,shoveling coal,opening doors,hanging curtains,arranging home,washing windows,setting table for coffee,sorting vegetables,returning videotapes to store,carrying firewood to basement,laying out food for child,filling salt,installing heating or A/C equipment,collecting eggs,bottling beer,taking down curtains,cleaning chimney,spraying fruit trees,putting on registration stickers,shelving books in library,treating stains,adding chemicals to pool,shopping at warehouse stores,cleaning bike,buying groceries for a feast,setting up garden furniture,mixing up baby formula,shopping at mall,putting pictures in photo album,doing laundry for adult,hitting balls at the driving range,putting up Christmas lights inside,arranging purchases,tidying bedroom,stacking firewood,taking clothes out of washer,taking clothes off the line,sorting laundry,cleaning pet bed,shopping for newspapers,decorating for religious ceremony,True,38,False,san jose,True,False,False,False,False,True,False,False,5,False,False,False,False,False,True,False,False,software engineer,True,False,True,False,True,False,True,False,True,False,False,10,1,10,7,ca,10,10,10,1,7,2,9,6,1,9,7,2,9,1,10,7,1,7,10,8,1,4,10,10,10,5,10,3,10,1,1,1,9,1,9,1,3,8,5,7,9,9,10,1,1,3,10,1,4,9,False,x,,,,,,,,
